EmployeeId,Department,JobRole,Age,YearsAtCompany,MonthlyIncome,OverTime,WorkLifeBalance,JobSatisfaction,AttritionProbability,RiskLevel,Recommendations
509,Human Resources,Human Resources,43,9,3539,No,3,4,57.99999999999999,Medium,Monitor regularly
216,Research & Development,Research Scientist,19,1,2994,Yes,3,4,57.99999999999999,Medium,Reduce overtime; Review compensation; Enhanced onboarding & mentorship
224,Human Resources,Human Resources,30,11,6347,Yes,1,4,57.99999999999999,Medium,Reduce overtime; Improve work-life balance; Consider promotion/career development
227,Research & Development,Research Scientist,30,1,2083,No,3,3,57.99999999999999,Medium,Review compensation; Enhanced onboarding & mentorship
1167,Sales,Sales Executive,43,10,7847,Yes,3,4,57.99999999999999,Medium,Reduce overtime; Consider promotion/career development
1094,Research & Development,Laboratory Technician,27,2,3468,No,3,2,57.99999999999999,Medium,Address job satisfaction
1095,Sales,Sales Executive,53,5,10934,Yes,3,4,57.99999999999999,Medium,Reduce overtime
295,Sales,Manager,41,18,16595,No,3,1,57.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
1100,Research & Development,Laboratory Technician,40,1,2406,No,2,4,57.99999999999999,Medium,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
269,Sales,Sales Executive,39,1,5238,Yes,2,3,57.99999999999999,Medium,Reduce overtime; Improve work-life balance; Enhanced onboarding & mentorship
1205,Research & Development,Laboratory Technician,35,8,2258,No,3,3,57.99999999999999,Medium,Review compensation
1207,Research & Development,Research Scientist,40,1,3617,Yes,3,2,57.99999999999999,Medium,Reduce overtime; Address job satisfaction; Enhanced onboarding & mentorship
187,Research & Development,Research Scientist,30,3,3204,No,3,1,57.99999999999999,Medium,Address job satisfaction
197,Research & Development,Laboratory Technician,23,4,2500,No,4,1,57.99999999999999,Medium,Review compensation; Address job satisfaction
1212,Research & Development,Research Scientist,37,3,3920,No,2,1,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction
179,Research & Development,Manufacturing Director,30,6,9957,No,2,1,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction
1112,Research & Development,Research Director,53,5,17584,Yes,2,3,57.99999999999999,Medium,Reduce overtime; Improve work-life balance
1113,Research & Development,Healthcare Representative,31,9,5582,No,3,4,57.99999999999999,Medium,Consider promotion/career development
1133,Research & Development,Laboratory Technician,35,5,2705,No,4,3,57.99999999999999,Medium,Review compensation
849,Research & Development,Research Scientist,21,3,3230,No,4,3,57.99999999999999,Medium,Monitor regularly
1074,Research & Development,Laboratory Technician,28,10,4558,No,3,1,57.99999999999999,Medium,Address job satisfaction
1075,Sales,Manager,42,1,18303,No,4,3,57.99999999999999,Medium,Enhanced onboarding & mentorship
306,Research & Development,Research Scientist,27,2,2024,No,1,2,57.99999999999999,Medium,Review compensation; Improve work-life balance; Address job satisfaction
310,Research & Development,Healthcare Representative,37,1,5163,No,4,4,57.99999999999999,Medium,Enhanced onboarding & mentorship
120,Research & Development,Laboratory Technician,39,10,3069,No,3,3,57.99999999999999,Medium,Monitor regularly
1297,Sales,Sales Executive,31,3,4233,No,1,1,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction
1303,Sales,Sales Executive,45,15,5593,No,3,3,57.99999999999999,Medium,Consider promotion/career development
753,Research & Development,Manufacturing Director,45,3,6434,No,3,3,57.99999999999999,Medium,Monitor regularly
159,Human Resources,Human Resources,26,5,2148,Yes,3,2,57.99999999999999,Medium,Reduce overtime; Review compensation; Address job satisfaction
160,Sales,Sales Representative,24,2,2400,No,3,4,57.99999999999999,Medium,Review compensation
166,Sales,Sales Executive,34,10,6125,No,4,1,57.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
1242,Sales,Manager,51,29,19847,Yes,2,2,57.99999999999999,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction; Consider promotion/career development
710,Human Resources,Human Resources,29,10,7988,No,2,1,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction
743,Research & Development,Laboratory Technician,35,1,1951,No,3,4,57.99999999999999,Medium,Review compensation; Enhanced onboarding & mentorship
554,Research & Development,Research Director,50,8,18172,Yes,2,2,57.99999999999999,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction
539,Research & Development,Manufacturing Director,31,5,4345,No,3,3,57.99999999999999,Medium,Monitor regularly
1259,Research & Development,Research Scientist,40,9,4661,No,3,4,57.99999999999999,Medium,Consider promotion/career development
1268,Research & Development,Healthcare Representative,34,8,5063,No,2,3,57.99999999999999,Medium,Improve work-life balance; Consider promotion/career development
1286,Sales,Sales Executive,40,5,5715,No,3,2,57.99999999999999,Medium,Address job satisfaction
503,Sales,Sales Executive,34,15,4001,Yes,3,3,57.99999999999999,Medium,Reduce overtime
814,Research & Development,Laboratory Technician,52,5,2950,No,1,1,57.99999999999999,Medium,Review compensation; Improve work-life balance; Address job satisfaction
823,Human Resources,Human Resources,33,5,3600,No,3,3,57.99999999999999,Medium,Monitor regularly
1051,Sales,Sales Executive,35,5,5561,No,1,1,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction
486,Research & Development,Laboratory Technician,25,2,4031,No,3,1,57.99999999999999,Medium,Address job satisfaction
487,Research & Development,Laboratory Technician,38,0,3306,No,2,3,57.99999999999999,Medium,Improve work-life balance; Enhanced onboarding & mentorship
1063,Human Resources,Human Resources,34,3,3737,No,1,4,57.99999999999999,Medium,Improve work-life balance
319,Research & Development,Healthcare Representative,36,3,8008,No,3,1,57.99999999999999,Medium,Address job satisfaction
1358,Research & Development,Healthcare Representative,38,1,5811,Yes,3,4,57.99999999999999,Medium,Reduce overtime; Enhanced onboarding & mentorship
692,Sales,Manager,52,33,19068,Yes,4,3,57.99999999999999,Medium,Reduce overtime; Consider promotion/career development
693,Sales,Sales Executive,31,5,8346,No,3,3,57.99999999999999,Medium,Monitor regularly
1306,Sales,Sales Representative,32,2,2269,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction
1307,Human Resources,Manager,59,3,18844,No,3,4,57.99999999999999,Medium,Monitor regularly
569,Research & Development,Laboratory Technician,56,10,2339,No,1,3,57.99999999999999,Medium,Review compensation; Improve work-life balance; Consider promotion/career development
577,Research & Development,Research Scientist,28,5,2713,No,1,4,57.99999999999999,Medium,Review compensation; Improve work-life balance
117,Research & Development,Laboratory Technician,35,9,5363,No,3,4,57.99999999999999,Medium,Monitor regularly
326,Research & Development,Healthcare Representative,41,3,6870,No,1,2,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction
327,Sales,Sales Executive,45,1,4286,No,3,1,57.99999999999999,Medium,Address job satisfaction; Enhanced onboarding & mentorship
1069,Research & Development,Healthcare Representative,33,9,4878,Yes,3,4,57.99999999999999,Medium,Reduce overtime; Consider promotion/career development
836,Research & Development,Research Scientist,28,2,2377,No,3,3,57.99999999999999,Medium,Review compensation
344,Research & Development,Research Scientist,38,2,2821,No,3,3,57.99999999999999,Medium,Review compensation
356,Research & Development,Laboratory Technician,35,1,1281,No,3,3,57.99999999999999,Medium,Review compensation; Enhanced onboarding & mentorship
358,Research & Development,Manufacturing Director,49,15,6567,No,2,1,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction; Consider promotion/career development
1010,Sales,Sales Executive,29,6,5561,No,2,3,57.99999999999999,Medium,Improve work-life balance
56,Research & Development,Research Scientist,30,6,2141,No,2,2,57.99999999999999,Medium,Review compensation; Improve work-life balance; Address job satisfaction
57,Research & Development,Laboratory Technician,32,8,2370,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction
672,Research & Development,Manager,35,7,11996,No,2,2,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction; Consider promotion/career development
719,Sales,Sales Executive,34,10,7083,Yes,3,3,57.99999999999999,Medium,Reduce overtime; Consider promotion/career development
1330,Research & Development,Research Scientist,27,1,2566,Yes,2,3,57.99999999999999,Medium,Reduce overtime; Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
92,Research & Development,Research Scientist,37,5,4284,Yes,3,1,57.99999999999999,Medium,Reduce overtime; Address job satisfaction
93,Sales,Sales Executive,55,1,10239,No,3,4,57.99999999999999,Medium,Enhanced onboarding & mentorship
99,Research & Development,Research Scientist,33,3,2622,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction
1336,Research & Development,Laboratory Technician,27,5,3816,No,3,2,57.99999999999999,Medium,Address job satisfaction
1346,Research & Development,Laboratory Technician,42,1,4841,No,3,2,57.99999999999999,Medium,Address job satisfaction; Enhanced onboarding & mentorship
339,Research & Development,Laboratory Technician,55,10,5415,Yes,3,4,57.99999999999999,Medium,Reduce overtime
957,Sales,Sales Executive,29,10,4187,Yes,2,2,57.99999999999999,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction
378,Research & Development,Research Scientist,42,4,5410,Yes,2,1,57.99999999999999,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction
971,Sales,Sales Executive,35,5,4601,No,3,3,57.99999999999999,Medium,Monitor regularly
584,Research & Development,Research Scientist,36,1,3419,Yes,4,1,57.99999999999999,Medium,Reduce overtime; Address job satisfaction; Enhanced onboarding & mentorship
699,Research & Development,Laboratory Technician,51,4,2075,No,3,4,57.99999999999999,Medium,Review compensation
72,Research & Development,Laboratory Technician,49,3,4789,No,3,1,57.99999999999999,Medium,Address job satisfaction
1371,Research & Development,Laboratory Technician,32,5,2794,No,1,2,57.99999999999999,Medium,Review compensation; Improve work-life balance; Address job satisfaction
953,Sales,Sales Representative,28,1,2856,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
955,Research & Development,Manufacturing Director,51,4,5482,No,3,2,57.99999999999999,Medium,Address job satisfaction
887,Research & Development,Research Scientist,22,2,2244,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction
680,Research & Development,Manufacturing Director,22,3,4171,Yes,4,3,57.99999999999999,Medium,Reduce overtime
684,Research & Development,Manager,50,2,17856,No,3,1,57.99999999999999,Medium,Address job satisfaction
1412,Sales,Sales Representative,34,11,2308,Yes,3,3,57.99999999999999,Medium,Reduce overtime; Review compensation; Consider promotion/career development
992,Sales,Sales Executive,36,10,5673,Yes,3,3,57.99999999999999,Medium,Reduce overtime
999,Research & Development,Healthcare Representative,35,1,5093,No,4,1,57.99999999999999,Medium,Address job satisfaction; Enhanced onboarding & mentorship
1448,Research & Development,Healthcare Representative,42,20,10124,Yes,1,4,57.99999999999999,Medium,Reduce overtime; Improve work-life balance; Consider promotion/career development
1453,Research & Development,Research Scientist,44,8,2559,Yes,3,1,57.99999999999999,Medium,Reduce overtime; Review compensation; Address job satisfaction; Consider promotion/career development
1457,Research & Development,Manufacturing Director,34,5,4325,No,3,2,57.99999999999999,Medium,Address job satisfaction
1440,Research & Development,Laboratory Technician,24,1,2127,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
1445,Sales,Manager,45,24,18824,Yes,3,2,57.99999999999999,Medium,Reduce overtime; Address job satisfaction
6,Human Resources,Human Resources,29,1,2804,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
647,Sales,Sales Representative,28,1,1052,No,3,2,57.99999999999999,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
13,Sales,Sales Executive,47,5,4591,Yes,2,3,57.99999999999999,Medium,Reduce overtime; Improve work-life balance
11,Sales,Sales Executive,25,5,4256,No,4,1,57.99999999999999,Medium,Address job satisfaction
2,Research & Development,Healthcare Representative,37,1,4777,No,1,2,57.99999999999999,Medium,Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
1427,Sales,Sales Representative,31,7,2329,No,4,3,57.99999999999999,Medium,Review compensation; Consider promotion/career development
30,Human Resources,Manager,47,5,19658,No,3,3,56.99999999999999,Medium,Monitor regularly
1391,Research & Development,Manufacturing Director,35,7,10274,No,4,2,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
64,Research & Development,Research Scientist,58,1,3346,Yes,2,2,56.99999999999999,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
905,Sales,Sales Executive,25,5,4194,Yes,3,1,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
408,Sales,Sales Executive,36,4,5507,No,1,2,56.99999999999999,Medium,Improve work-life balance; Address job satisfaction
409,Research & Development,Laboratory Technician,23,0,1601,Yes,3,1,56.99999999999999,Medium,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
410,Research & Development,Laboratory Technician,29,4,4025,Yes,3,2,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
724,Research & Development,Research Scientist,52,4,4258,No,3,4,56.99999999999999,Medium,Monitor regularly
572,Sales,Manager,59,6,11904,Yes,1,4,56.99999999999999,Medium,Reduce overtime; Improve work-life balance
1314,Research & Development,Laboratory Technician,35,4,3743,Yes,1,2,56.99999999999999,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction
447,Sales,Sales Executive,36,18,6201,Yes,2,4,56.99999999999999,Medium,Reduce overtime; Improve work-life balance; Consider promotion/career development
980,Human Resources,Human Resources,37,10,4071,No,2,2,56.99999999999999,Medium,Improve work-life balance; Address job satisfaction; Consider promotion/career development
1292,Sales,Sales Representative,25,7,2096,No,3,3,56.99999999999999,Medium,Review compensation
60,Research & Development,Manager,33,10,11878,No,3,2,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
63,Research & Development,Laboratory Technician,30,2,3833,No,3,3,56.99999999999999,Medium,Monitor regularly
75,Sales,Manager,58,1,17875,Yes,2,4,56.99999999999999,Medium,Reduce overtime; Improve work-life balance; Enhanced onboarding & mentorship
86,Research & Development,Healthcare Representative,45,7,10851,Yes,3,1,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
79,Sales,Sales Executive,31,5,6583,Yes,3,4,56.99999999999999,Medium,Reduce overtime
1339,Sales,Sales Executive,24,3,4999,No,2,3,56.99999999999999,Medium,Improve work-life balance
94,Research & Development,Research Scientist,22,4,2814,Yes,2,3,56.99999999999999,Medium,Reduce overtime; Review compensation; Improve work-life balance
902,Research & Development,Manufacturing Director,35,3,4788,Yes,3,2,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
904,Research & Development,Manager,54,10,17426,No,3,3,56.99999999999999,Medium,Consider promotion/career development
934,Sales,Sales Executive,50,18,6347,No,3,3,56.99999999999999,Medium,Monitor regularly
1320,Research & Development,Laboratory Technician,40,7,2741,Yes,4,4,56.99999999999999,Medium,Reduce overtime; Review compensation
737,Research & Development,Manufacturing Director,46,1,5258,No,4,3,56.99999999999999,Medium,Enhanced onboarding & mentorship
576,Research & Development,Healthcare Representative,58,6,10552,Yes,3,2,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
380,Research & Development,Healthcare Representative,60,1,10883,No,4,4,56.99999999999999,Medium,Enhanced onboarding & mentorship
396,Sales,Sales Executive,39,20,12031,No,2,4,56.99999999999999,Medium,Improve work-life balance; Consider promotion/career development
701,Research & Development,Laboratory Technician,29,3,3180,No,3,2,56.99999999999999,Medium,Address job satisfaction
1317,Research & Development,Healthcare Representative,56,10,11103,No,2,4,56.99999999999999,Medium,Improve work-life balance
984,Research & Development,Manager,43,16,19392,No,3,3,56.99999999999999,Medium,Consider promotion/career development
713,Research & Development,Research Scientist,41,9,2451,No,3,3,56.99999999999999,Medium,Review compensation
723,Research & Development,Laboratory Technician,45,17,2348,No,1,2,56.99999999999999,Medium,Review compensation; Improve work-life balance; Address job satisfaction
281,Human Resources,Human Resources,34,2,2742,No,3,3,56.99999999999999,Medium,Review compensation
1105,Research & Development,Research Scientist,45,5,2132,No,3,4,56.99999999999999,Medium,Review compensation
267,Sales,Sales Representative,30,1,2476,No,3,2,56.99999999999999,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
265,Research & Development,Research Director,50,5,17399,No,2,4,56.99999999999999,Medium,Improve work-life balance
842,Research & Development,Research Director,50,3,16880,Yes,3,1,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
1180,Human Resources,Human Resources,46,7,3423,No,4,1,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
1222,Sales,Sales Executive,36,3,5647,No,2,1,56.99999999999999,Medium,Improve work-life balance; Address job satisfaction
1199,Sales,Sales Executive,34,13,4759,No,3,1,56.99999999999999,Medium,Address job satisfaction
185,Human Resources,Human Resources,34,3,9950,Yes,3,1,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
1219,Research & Development,Research Scientist,54,7,6854,No,2,4,56.99999999999999,Medium,Improve work-life balance
529,Research & Development,Manufacturing Director,37,10,9434,No,3,3,56.99999999999999,Medium,Consider promotion/career development
208,Research & Development,Research Scientist,31,4,3929,Yes,3,4,56.99999999999999,Medium,Reduce overtime
531,Research & Development,Research Director,40,21,19436,No,3,3,56.99999999999999,Medium,Monitor regularly
329,Research & Development,Research Director,29,10,11935,No,3,3,56.99999999999999,Medium,Monitor regularly
510,Research & Development,Manager,42,24,18430,No,2,4,56.99999999999999,Medium,Improve work-life balance; Consider promotion/career development
506,Research & Development,Research Director,46,2,19328,Yes,3,4,56.99999999999999,Medium,Reduce overtime
785,Research & Development,Laboratory Technician,38,5,3702,No,3,3,56.99999999999999,Medium,Monitor regularly
1163,Research & Development,Manager,32,5,11244,No,4,4,56.99999999999999,Medium,Monitor regularly
1147,Sales,Sales Executive,34,4,8103,Yes,2,4,56.99999999999999,Medium,Reduce overtime; Improve work-life balance
1150,Research & Development,Research Scientist,54,4,2897,No,2,3,56.99999999999999,Medium,Review compensation; Improve work-life balance
1007,Research & Development,Manufacturing Director,31,13,4306,No,1,1,56.99999999999999,Medium,Improve work-life balance; Address job satisfaction
880,Research & Development,Laboratory Technician,25,3,3229,No,2,4,56.99999999999999,Medium,Improve work-life balance
354,Research & Development,Laboratory Technician,26,7,2544,No,3,4,56.99999999999999,Medium,Review compensation; Consider promotion/career development
868,Sales,Sales Executive,53,2,11836,No,3,4,56.99999999999999,Medium,Monitor regularly
1231,Human Resources,Human Resources,54,9,10725,No,4,2,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
998,Research & Development,Laboratory Technician,25,7,3691,Yes,4,4,56.99999999999999,Medium,Reduce overtime; Consider promotion/career development
747,Research & Development,Manufacturing Director,32,8,6725,No,4,1,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
757,Sales,Sales Executive,59,21,7637,No,2,1,56.99999999999999,Medium,Improve work-life balance; Address job satisfaction; Consider promotion/career development
760,Research & Development,Manufacturing Director,52,5,7969,Yes,3,3,56.99999999999999,Medium,Reduce overtime
762,Research & Development,Healthcare Representative,38,19,8823,No,2,3,56.99999999999999,Medium,Improve work-life balance
562,Research & Development,Laboratory Technician,25,2,3977,Yes,2,3,56.99999999999999,Medium,Reduce overtime; Improve work-life balance
553,Research & Development,Laboratory Technician,27,2,2811,No,3,2,56.99999999999999,Medium,Review compensation; Address job satisfaction
1250,Research & Development,Research Scientist,43,1,2437,Yes,3,3,56.99999999999999,Medium,Reduce overtime; Review compensation; Enhanced onboarding & mentorship
142,Research & Development,Manufacturing Director,36,9,5228,No,3,2,56.99999999999999,Medium,Address job satisfaction
466,Research & Development,Research Scientist,36,1,3388,Yes,2,3,56.99999999999999,Medium,Reduce overtime; Improve work-life balance; Enhanced onboarding & mentorship
1265,Research & Development,Laboratory Technician,29,10,3131,No,3,4,56.99999999999999,Medium,Monitor regularly
1267,Research & Development,Manager,51,2,13116,No,3,3,56.99999999999999,Medium,Monitor regularly
977,Research & Development,Manufacturing Director,29,10,4319,No,3,3,56.99999999999999,Medium,Monitor regularly
638,Research & Development,Research Scientist,28,5,2070,No,2,4,56.99999999999999,Medium,Review compensation; Improve work-life balance
20,Research & Development,Manager,49,1,18711,No,4,3,56.99999999999999,Medium,Enhanced onboarding & mentorship
38,Research & Development,Laboratory Technician,43,6,4876,No,3,2,56.99999999999999,Medium,Address job satisfaction
852,Research & Development,Research Scientist,28,3,3464,Yes,2,4,56.99999999999999,Medium,Reduce overtime; Improve work-life balance
483,Research & Development,Healthcare Representative,29,7,9715,No,3,1,56.99999999999999,Medium,Address job satisfaction
800,Research & Development,Laboratory Technician,35,1,2269,No,3,4,56.99999999999999,Medium,Review compensation; Enhanced onboarding & mentorship
811,Research & Development,Healthcare Representative,43,5,4522,Yes,3,3,56.99999999999999,Medium,Reduce overtime
1083,Research & Development,Research Scientist,37,17,2115,No,3,4,56.99999999999999,Medium,Review compensation; Consider promotion/career development
1437,Research & Development,Laboratory Technician,30,12,3748,No,2,2,56.99999999999999,Medium,Improve work-life balance; Address job satisfaction
39,Sales,Sales Executive,28,5,4221,No,4,3,56.99999999999999,Medium,Monitor regularly
1132,Research & Development,Research Scientist,45,3,4477,Yes,2,3,56.99999999999999,Medium,Reduce overtime; Improve work-life balance
1073,Sales,Sales Executive,30,9,8412,No,3,1,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
1082,Research & Development,Laboratory Technician,35,3,3917,No,2,4,56.99999999999999,Medium,Improve work-life balance
303,Sales,Sales Executive,25,5,4907,Yes,2,3,56.99999999999999,Medium,Reduce overtime; Improve work-life balance
1118,Research & Development,Research Scientist,26,8,2366,Yes,3,3,56.99999999999999,Medium,Reduce overtime; Review compensation
1119,Research & Development,Research Scientist,28,5,2044,No,4,4,56.99999999999999,Medium,Review compensation
314,Sales,Sales Executive,37,5,4189,No,3,2,56.99999999999999,Medium,Address job satisfaction
313,Research & Development,Research Scientist,34,10,2929,No,3,4,56.99999999999999,Medium,Review compensation; Consider promotion/career development
312,Research & Development,Research Scientist,28,3,3591,No,3,1,56.99999999999999,Medium,Address job satisfaction
485,Research & Development,Laboratory Technician,29,7,2119,Yes,2,1,56.99999999999999,Medium,Reduce overtime; Review compensation; Improve work-life balance; Address job satisfaction
1054,Research & Development,Laboratory Technician,36,3,5562,Yes,3,1,56.99999999999999,Medium,Reduce overtime; Address job satisfaction
1053,Research & Development,Research Scientist,33,10,2686,Yes,2,4,56.99999999999999,Medium,Reduce overtime; Review compensation; Improve work-life balance; Consider promotion/career development
795,Sales,Sales Executive,34,5,5304,Yes,2,4,56.99999999999999,Medium,Reduce overtime; Improve work-life balance
253,Research & Development,Research Scientist,36,6,4678,No,3,4,56.99999999999999,Medium,Monitor regularly
1043,Research & Development,Research Scientist,27,5,2226,No,2,2,56.99999999999999,Medium,Review compensation; Improve work-life balance; Address job satisfaction
318,Research & Development,Manufacturing Director,39,10,5151,No,3,1,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
492,Research & Development,Research Director,38,15,13582,No,3,1,56.99999999999999,Medium,Address job satisfaction; Consider promotion/career development
1048,Research & Development,Healthcare Representative,47,17,8633,No,3,3,56.99999999999999,Medium,Consider promotion/career development
477,Research & Development,Manufacturing Director,37,1,10048,No,3,3,56.99999999999999,Medium,Enhanced onboarding & mentorship
240,Human Resources,Human Resources,44,2,5985,No,4,3,56.99999999999999,Medium,Monitor regularly
449,Sales,Sales Executive,31,1,8161,No,3,3,56.00000000000001,Medium,Enhanced onboarding & mentorship
889,Research & Development,Research Scientist,35,10,5098,No,3,3,56.00000000000001,Medium,Monitor regularly
1401,Sales,Sales Executive,32,3,4078,Yes,2,2,56.00000000000001,Medium,Reduce overtime; Improve work-life balance; Address job satisfaction
1394,Research & Development,Research Director,45,0,13245,Yes,4,1,56.00000000000001,Medium,Reduce overtime; Address job satisfaction; Enhanced onboarding & mentorship
8,Research & Development,Manager,55,5,19859,Yes,3,1,56.00000000000001,Medium,Reduce overtime; Address job satisfaction
18,Research & Development,Research Director,54,4,19406,No,2,1,56.00000000000001,Medium,Improve work-life balance; Address job satisfaction
1392,Sales,Sales Representative,35,5,2430,No,3,3,56.00000000000001,Medium,Review compensation; Consider promotion/career development
688,Research & Development,Manufacturing Director,41,20,13570,No,3,2,56.00000000000001,Medium,Address job satisfaction
444,Research & Development,Research Scientist,33,14,2781,No,3,4,56.00000000000001,Medium,Review compensation; Consider promotion/career development
571,Research & Development,Healthcare Representative,46,9,8926,No,4,2,56.00000000000001,Medium,Address job satisfaction
379,Research & Development,Research Scientist,34,16,4809,No,3,3,56.00000000000001,Medium,Monitor regularly
392,Sales,Sales Executive,41,22,10447,Yes,4,3,56.00000000000001,Medium,Reduce overtime; Consider promotion/career development
399,Research & Development,Research Scientist,31,5,4821,Yes,3,4,56.00000000000001,Medium,Reduce overtime
405,Research & Development,Research Scientist,26,5,2368,No,2,2,56.00000000000001,Medium,Review compensation; Improve work-life balance; Address job satisfaction; Consider promotion/career development
1319,Research & Development,Research Director,46,4,19081,No,3,2,56.00000000000001,Medium,Address job satisfaction
112,Research & Development,Manufacturing Director,22,2,4775,No,1,4,56.00000000000001,Medium,Improve work-life balance
582,Research & Development,Research Scientist,22,2,2323,No,3,4,56.00000000000001,Medium,Review compensation
736,Research & Development,Manufacturing Director,25,4,4898,No,3,3,56.00000000000001,Medium,Monitor regularly
947,Sales,Manager,57,1,14118,No,2,4,56.00000000000001,Medium,Improve work-life balance; Enhanced onboarding & mentorship
80,Research & Development,Research Scientist,34,11,5433,No,3,2,56.00000000000001,Medium,Address job satisfaction; Consider promotion/career development
1379,Research & Development,Research Scientist,52,8,4941,No,2,2,56.00000000000001,Medium,Improve work-life balance; Address job satisfaction; Consider promotion/career development
1389,Research & Development,Research Scientist,33,8,2756,No,3,2,56.00000000000001,Medium,Review compensation; Address job satisfaction
909,Research & Development,Manufacturing Director,31,13,10648,No,4,2,56.00000000000001,Medium,Address job satisfaction
1374,Research & Development,Research Director,50,4,17639,No,3,3,56.00000000000001,Medium,Monitor regularly
922,Research & Development,Laboratory Technician,34,1,2008,No,3,2,56.00000000000001,Medium,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
929,Research & Development,Research Scientist,31,4,3065,Yes,4,1,56.00000000000001,Medium,Reduce overtime; Address job satisfaction
1349,Research & Development,Research Scientist,36,1,6962,Yes,3,2,56.00000000000001,Medium,Reduce overtime; Address job satisfaction; Enhanced onboarding & mentorship
1366,Research & Development,Research Scientist,38,20,2133,Yes,3,2,56.00000000000001,Medium,Reduce overtime; Review compensation; Address job satisfaction
924,Research & Development,Research Scientist,42,3,6545,Yes,3,1,56.00000000000001,Medium,Reduce overtime; Address job satisfaction
1341,Research & Development,Research Director,43,14,17603,No,3,3,56.00000000000001,Medium,Consider promotion/career development
1344,Sales,Sales Executive,41,19,6151,No,3,2,56.00000000000001,Medium,Address job satisfaction; Consider promotion/career development
91,Research & Development,Laboratory Technician,34,15,3986,No,4,4,56.00000000000001,Medium,Consider promotion/career development
90,Sales,Sales Executive,42,0,5087,Yes,3,4,56.00000000000001,Medium,Reduce overtime; Enhanced onboarding & mentorship
88,Sales,Sales Executive,45,19,8865,No,3,4,56.00000000000001,Medium,Consider promotion/career development
1290,Research & Development,Research Scientist,42,20,4332,No,3,3,56.00000000000001,Medium,Monitor regularly
124,Research & Development,Laboratory Technician,28,1,2408,Yes,3,2,56.00000000000001,Medium,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
1302,Research & Development,Research Scientist,35,2,2506,No,3,3,56.00000000000001,Medium,Review compensation
890,Research & Development,Research Director,43,1,16627,Yes,2,4,56.00000000000001,Medium,Reduce overtime; Improve work-life balance; Enhanced onboarding & mentorship
1024,Research & Development,Research Director,42,13,13348,No,4,1,56.00000000000001,Medium,Address job satisfaction; Consider promotion/career development
226,Sales,Sales Executive,42,20,4907,No,3,3,56.00000000000001,Medium,Consider promotion/career development
218,Sales,Sales Executive,32,14,10400,No,2,4,56.00000000000001,Medium,Improve work-life balance; Consider promotion/career development
1186,Sales,Sales Executive,40,5,6852,No,4,2,56.00000000000001,Medium,Address job satisfaction
1201,Research & Development,Laboratory Technician,42,5,5231,Yes,2,4,56.00000000000001,Medium,Reduce overtime; Improve work-life balance
